"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Eswatini","SWZ","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.16","","","","","","","","","","","","","","","","","","","","","44.208","","","","","53.321","","50.166","",
"Sint Maarten (Dutch part)","SXM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.02","","","","","","","","","","","","","","","","","8.42","","","12.501","11.597","10.055","10.513","12.63","10.282","17.506","","","9.595","9.053",
"Syrian Arab Republic","SYR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.41","15.59","","","","13.11","17.16","12.06","16.45","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.395","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0742084372307","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4759442773149","17.9082956406087","16.5908289486666","20.5129858469861","19.3843619789945","18.3024839857295","18.0675419844563","18.2172401110445","19.1082072235631","18.9820818993212","18.8615787079579","16.701413130716","16.9813956703255","17.2714065560082","16.7223834539732","17.0093658390507","14.1727278160903","13.2290125184216","",
"Togo","TGO","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.216","","","","20.565","3.473","","","","3.669","","12.282","","3.364","","","3.107","","",
"Thailand","THA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","2.23","2.49","2.08","","4.09","","","","","9.14","5.01","2.2","4.32","","","","2.574","","2.576","2.535","8.234","8.261","7.023","7.86","","4.95","4.64","4.91","4.44","4.57","4.83","5.14","2.149","2.25","2.4","1.033","2.622","2.559","3.03","3.631","3.613","3.356","4.638","4.744","3.737","3.201","3.618",
"Tajikistan","TJK","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.779","","","","8.438","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.32082307145927","","","","11.3084314265198","10.4633164422753","11.8928146802148","","","","13.1315796797794","13.2213390597433","13.6377244336182","13.8498814754911","11.936155001641","11.7312903562878","11.62556753565","13.2608052335021","","11.7284458071395","11.100160371694","11.3140863281837","11.2501448902594","11.8078432877561","14.1306790033504","14.9202330486482","15.2164509739258","15.2504576903322","18.4468552612411","15.9019903380394","12.5524223385339","11.5700824657456","10.2350616911369",
"Timor-Leste","TLS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.936","","","","","","13.264","","","8.736","","","10.49","","11.059","10.915","","","","","3.311","3.409","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6652984529208","11.0912945387686","10.3583904996924","11.2049326995388","12.4245051539411","12.1745251001868","16.4341450597876","15.3595958363576","14.7597059491965","15.9862680502549","16.1365381450668","","","13.5713861740168","15.954406123259","15.0697482396984","","","",
"Tonga","TON","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.711","","3.388","","","4.084","","4.019","",
"South Asia (IDA & IBRD)","TSA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.596","","","","","","8.90938284465075","","","","","9.10023455569705","","","","","9.07232791068957","","9.72546712506487","","","","","","26.0556486115502","22.5027773574604","24.2551053170068","20.841512121432","17.2408510048204","15.0175366572569","14.9990592543648",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","17.77","","18.04","","19.22","","28.93","31.2","37.55","37.4","36.88","33.06","29.34","","29.56","","28.35","23.54","","23.32","21.86","20.33","","17.44","","","12.9","10.04","9.35","8.78","9.97","8.924","6.91","7.556","5.146","4.586","5.263","8.93","","","7.92","9.108","11.964","9.775","7.138","",
"Tunisia","TUN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","","","","","","","33.34","","","","","","","","29.227","28.031","28.48","28.777","31.06","27.844","40.785","35.697","33.383","35.602","33.953","33.398","33.804","","37.575","","","38.43","39.521","",
"Turkiye","TUR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","17.17","","","","","","","","","","","13.666","17.153","20.334","21.441","20.481","19.533","18.253","19.569","20.108","25.412","21.013","17.116","16.302","16.959","16.64","16.507","17.357","17.842","17.608","22.469","22.627","19.38","16.404","14.279","13.072",
"Tuvalu","TUV","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.198","","","","","","9.832","52.818","","","","","18.919","","",
"Tanzania","TZA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.781","","","","","5.417","","1.099","","2.518","5.81","2.006","4.51","3.143","","","","","","1.854","","","","",
"Uganda","UGA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.189","1.068","4.761","1.98","2.188","","","4.916","","5.122","","3.928","","","",
"Ukraine","UKR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.95","15.22","","","","19.79","17.84","","","18.17","23.67","22.73","24.04","","16.944","15.48","19.842","18.042","","","",
"Upper middle income","UMC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9420796599594","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","17.76","","","","","","20.75","21.21","20.45","19.71","20.02","21.33","","","19.056","20.424","25.054","28.432","31.99","33.705","27.985","25.061","23.373","20.727","17.929","17.027","16.713","15.178","14.732","15.895","16.118","19.883","20.194","20.734","22.415","24.007","29.255","28.425","23.814","24.361","24.039",
"United States","USA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","11.5","13.3","11.2","12.1","11.1","9.5","7.7","7.9","7.8","7.8","11.1","12.8","11.9","9.9","11.5","16.6","14.8","13.3","11.7","11.4","14.6","15.7","19.1","18.4","14.4","14.1","13.7","12.6","11.4","11.4","11.6","14.3","15.3","14.3","13.199","12.558","12.722","11.905","11.063","10.298","9.716","11.427","12.82","13.355","12.639","12.386","11.236","11.554","14.359","20.127","20.827","18.745","17.647","17.053","14.541","12.776","11.445","10.321","9.519","9.405","15.001","10.524","8.763","8.758","9.704",
"Uzbekistan","UZB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27","","","","",
"St. Vincent and the Grenadines","VCT","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.38","13.451","12.342","11.591","11.483","13.23","12.763","12.074","","","","10.362","10.514","","","11.72","","","","",
"British Virgin Islands","VGB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38","","","6.416","","4.819","3.641","3.494","3.94","4.987","5.044","6.458","7.136","7.279","5.009","5.954","5.881","7.003","6.112","6.749","",
"Vanuatu","VUT","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.473","","","8.628","4.811","","","","","","","","","10.324","9.759","","","","",
"World","WLD","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4111658120193","","","","","","","","","","","","","","","","","","","16.8705337353163","","","","","",
"Samoa","WSM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.63","","","","","","","","","","13.81","15.559","","15.56","","","13.291","","","","","8.282","","",
"Kosovo","XKX","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.66","","","","","","","","","","","","52.06","50.38","56.235","54.241","47.333","48.406","49.637","43.589","44.873","33.44","18.512","14.466","",
"Yemen, Rep.","YEM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.22","","","","","20.53","","","","","","","","","","","25.98","","","","23.515","","","","","","","","","","",
"South Africa","ZAF","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.067","52.123","54.776","56.775","50.352","49.774","48.365","46.777","41.706","45.068","48.093","46.229","47.636","47.974","48.022","46.324","48.587","48.822","49.151","53.222","55.425","61.025","57.975","56.76","56.985",
"Zambia","ZMB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.11","","","","","","","","","","","","","","","27.156","","8.794","9.451","12.309","11.409","8.739","9.765","10.24","",
"Zimbabwe","ZWE","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","","17","","","","","7.13","","","","","","","7.734","","","5.928","","","","","11.191","","14.393","16.812","14.92","",
